File_Path,Lines_of_Code,Purpose,Category,Key_Connections
./agents/__init__.py,       3
./agents/core/__init__.py,       3
./agents/core/agent_factory.py,     309
./agents/core/agent_health.py,     126
./agents/core/agent_integrator.py,     108
./agents/core/agent_message.py,      35
./agents/core/agent_registry.py,     884
./agents/core/agentic_prompt_agent.py,     275
./agents/core/base_agent.py,     460
./agents/core/capability_types.py,     288
./agents/core/data_processor_agent.py,      65
./agents/core/feature_z_agent.py,      76
./agents/core/message_types.py,      24
./agents/core/multi_agent.py,      91
./agents/core/reasoner.py,     249
./agents/core/recovery_strategies.py,     106
./agents/core/remote_kg_agent.py,     106
./agents/core/research_agent.py,     273
./agents/core/scientific_swarm_agent.py,     280
./agents/core/sensor_agent.py,      66
./agents/core/supervisor_agent.py,     213
./agents/core/ttl_validation_agent.py,      66
./agents/core/workflow_manager.py,     478
./agents/core/workflow_monitor.py,     538
./agents/core/workflow_notifier.py,     110
./agents/core/workflow_persistence.py,     146
./agents/core/workflow_transaction.py,      67
./agents/core/workflow_types.py,      33
./agents/diary/__init__.py,       2
./agents/diary/diary_agent.py,     195
./agents/diary/example.py,      54
./agents/domain/__init__.py,      21
./agents/domain/code_review_agent.py,     377
./agents/domain/corporate_knowledge_agent.py,     199
./agents/domain/diary_agent.py,      85
./agents/domain/judge_agent.py,      90
./agents/domain/simple_agents.py,      80
./agents/domain/test_swarm_coordinator.py,     230
./agents/domain/vertex_email_agent.py,     193
./agents/utils/__init__.py,       0
./agents/utils/email_integration.py,     131
./artifact.py,      20
./check_agent_types.py,      16
./check_gcp_setup.py,      94
./coding_team_agents.py,     517
./comprehensive_email_system.py,     464
./config/__init__.py,       0
./config/graphdb_config.py,      24
./demo_agents.py,     825
./demo_email_for_user.py,     184
./demo_full_functionality.py,      63
./demo_research.py,      92
./demo_self_assembly.py,    1700
./email_utils/demo_email.py,      62
./email_utils/send_gmail_test.py,      37
./email_utils/send_test_email.py,     143
./email_utils/setup_gmail_config.py,      77
./fix_all_agent_issues.py,     411
./fix_critical_errors.py,     194
./fix_sarah_chen_oauth.py,      73
./integrations/check_vertex_models.py,      70
./integrations/gather_gmail_info.py,     180
./integrations/setup_vertex_env.py,       0
./integrations/verify_gmail_config.py,     132
./kg/__init__.py,       0
./kg/models/__init__.py,       0
./kg/models/cache.py,      78
./kg/models/graph_initializer.py,      75
./kg/models/graph_manager.py,     628
./kg/models/indexing.py,      59
./kg/models/remote_graph_manager.py,      73
./kg/queries/__init__.py,       0
./kg/schemas/__init__.py,       0
./main.py,     133
./main_agent.py,     221
./main_api.py,      75
./prove_gcp_works.py,     117
./quick_email_test.py,      62
./real_gmail_sender.py,     223
./restore_working_email_system.py,     389
./sarah_chen_simple_email.py,     150
./scratch_space/kg_debug_example.py,      90
./scripts/ceo_report.py,     132
./scripts/chat_with_agent.py,      56
./scripts/create_repository.py,      42
./scripts/demo_agent_integration.py,      55
./scripts/demo_judge_review.py,      38
./scripts/demo_queries.py,     123
./scripts/diagnose_kg_types.py,      13
./scripts/fix_all_tests.py,      79
./scripts/init_kg.py,      14
./scripts/initialize_knowledge_graph.py,      75
./scripts/kg_diagnosis.py,      95
./scripts/kg_query_snapshot.py,      15
./scripts/kg_swarm_proof.py,     140
./scripts/load_sample_data.py,      83
./scripts/multi_agent_workflow_demo.py,      76
./scripts/run_main_chain.py,      22
./scripts/run_vertex_tests.py,      35
./scripts/self_assembly_demo.py,     119
./scripts/start_agents.py,     121
./scripts/test_swarm_ontology.py,      85
./scripts/test_swarm_persistence.py,     117
./scripts/verify_implementation.py,     190
./send_confirmation_email.py,     118
./send_email_to_user.py,     162
./send_proof_email.py,     112
./send_real_confirmation.py,     141
./setup.py,      29
./show_email_proof.py,     163
./simple_email_reader_demo.py,     118
./smtp_email_sender.py,     240
./test_agent_registration.py,      37
./test_chat.py,       9
./test_email_functionality.py,     302
./test_email_reader.py,     217
./test_fixed_email.py,     178
./test_query.py,      40
./test_send_and_receive.py,     337
./test_send_real_emails.py,     160
./test_triples.py,      10
./test_working_sarah_chen_integration.py,       0
./tests/__init__.py,       0
./tests/agents/test_code_review_agent.py,     449
./tests/conftest.py,     121
./tests/integration/__init__.py,       0
./tests/run_test_group.py,      46
./tests/run_test_groups.py,     159
./tests/test_agent_factory.py,      69
./tests/test_agent_integrator.py,     189
./tests/test_agent_recovery.py,     815
./tests/test_agents.py,     299
./tests/test_capability_handling.py,     218
./tests/test_capability_management.py,     418
./tests/test_chat_endpoint.py,      41
./tests/test_code_review.py,     121
./tests/test_consulting_agents.py,     360
./tests/test_dynamic_agents.py,     263
./tests/test_email_send.py,     126
./tests/test_graph_monitoring.py,     149
./tests/test_graph_optimizations.py,     153
./tests/test_graph_performance.py,     167
./tests/test_graphdb_integration.py,     122
./tests/test_implementation_guide.py,      17
./tests/test_integration_management.py,     233
./tests/test_knowledge_graph.py,    1291
./tests/test_main_api.py,      25
./tests/test_performance.py,     232
./tests/test_prompt_agent.py,     225
./tests/test_reasoner.py,     115
./tests/test_remote_graph_manager.py,      59
./tests/test_research_agent.py,     291
./tests/test_security_audit.py,     208
./tests/test_vertex_auth.py,     159
./tests/test_vertex_email.py,     211
./tests/test_vertex_integration.py,     328
./tests/test_workflow_manager.py,     719
./tests/test_workflow_persistence.py,     219
./tests/unit/__init__.py,       0
./tests/unit/test_additional_agents.py,     128
./tests/unit/test_corporate_knowledge_agent.py,     178
./tests/unit/test_judge_agent.py,      36
./tests/unit/test_test_agents.py,      33
./tests/unit/test_vertex_email_agent.py,      30
./tests/utils/test_agents.py,     783
./tests/utils/test_helpers.py,     314
./utils/graphdb_utils.py,     104
./utils/ttl_validator.py,      12
./working_sarah_chen_email.py,     217
